"state","year","pregnancyratelt15","pregnancyrate1517","pregnancyrate1819","pregnancyrate1519","pregnancyratelt20","pregnancyrate2024","pregnancyrate2529","pregnancyrate3034","pregnancyrate3539","pregnancyrate40plus","pregnancieslt15","pregnancies1517","pregnancies1819","pregnancies1519","pregnancieslt20","pregnancies2024","pregnancies2529","pregnancies3034","pregnancies3539","pregnancies40plus","pregnancyratetotal","pregnanciestotal","notes","versiondate"
"DC",2012,15.9,55.2,78.1,69.1,71,107.7,81,111.9,104.3,36.1,40,440,960,1400,1440,3410,3430,3810,2380,720,88.8,15200,"Proportion of abortions had by each age-group based on supplemental data from state Department of Health."," 1 Mar 2021"
"DC",2013,17.4,62.6,70.7,67.5,69.7,113.5,74.5,113.6,97.5,34.3,40,490,860,1340,1390,3430,3260,4130,2350,700,87.3,15250,""," 1 Mar 2021"
"DC",2014,7.9,51,63.8,58.7,59.7,120,78,110.1,99.7,34.1,20,400,750,1140,1170,3550,3440,4160,2560,710,87.8,15590,""," 1 Mar 2021"
"DC",2015,5.6,36.1,55.4,47.7,48.5,106.3,78.1,106.9,97.9,33,10,280,650,930,940,3190,3470,4190,2680,690,83.6,15160,""," 1 Mar 2021"
"DC",2016,5.1,33.2,48.6,42.3,43,95.6,75.8,106.2,99.2,35.2,10,260,550,810,820,2810,3410,4320,2890,730,81.4,14980,"Proportion of abortions had by each age-group based on supplemental data from state Department of Health."," 1 Mar 2021"
"DC",2017,8.7,35.3,55.5,47.3,48.4,102.9,82.5,105.4,98.2,36.1,20,280,630,910,930,3000,3730,4380,3000,770,84.6,15800,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"DE",1988,27.4,86.3,154.5,117.6,122,179.7,170.1,110.1,39.1,8.2,110,1130,1720,2850,2960,5110,5190,3100,980,180,110.7,17510,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of MD, NC, VA)"," 1 Mar 2021"
"DE",1992,26.4,84.9,164.9,118.2,123.5,175.3,174.3,117.6,44.3,9.7,110,1070,1480,2550,2660,4940,5060,3680,1280,240,108.8,17870,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of MD, NC, VA)"," 1 Mar 2021"
"DE",1996,18.5,64.7,126.6,90.7,94.4,157.4,139.4,113.7,44.5,9.5,90,930,1320,2250,2340,3770,4090,3530,1450,270,90.6,15450,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of MD, NC, VA)"," 1 Mar 2021"
"DE",2000,15.2,60.9,130.3,91.7,94.6,178.5,173.5,126,53.5,11.2,80,940,1610,2550,2630,4700,4450,3680,1760,360,101,17570,""," 1 Mar 2021"
"DE",2005,8.7,44.3,117.5,75.4,77,177.7,168.7,145.1,64.9,13.3,50,780,1520,2300,2350,5150,4760,3850,1970,450,103.8,18530,""," 1 Mar 2021"
"DE",2006,13.1,47,124.7,79.8,82.2,189.9,178.3,153.8,69.5,13.9,70,850,1640,2480,2560,5540,5240,3980,2100,460,111,19880,""," 1 Mar 2021"
"DE",2007,9.7,51,130.2,84.7,86.5,201.8,185.9,161.9,70.4,16,60,930,1760,2690,2740,5980,5510,4170,2110,530,117,21040,""," 1 Mar 2021"
"DE",2008,13.4,49.6,124.1,81.9,84.2,189.7,194.7,149.4,73.6,14.6,70,910,1740,2640,2720,5710,5730,3930,2160,470,115.1,20720,""," 1 Mar 2021"
"DE",2009,7.9,40.1,106.1,69.1,70.5,176.8,190.5,149,70.3,20.7,40,720,1510,2230,2270,5430,5490,4060,2030,650,111,19940,"Proportion of abortions had by each age-group based on supplemental data from state Department of Health."," 1 Mar 2021"
"DE",2010,8.2,39.9,103.6,67.9,69.3,166,186.7,149.6,72.9,17.3,50,710,1440,2150,2200,5240,5400,4130,2050,540,109.2,19560,""," 1 Mar 2021"
"DE",2011,8.5,32.8,94.5,59.9,61.4,151.9,180,145,71.8,16.5,50,570,1290,1850,1900,4940,5240,4130,1950,510,104.2,18670,""," 1 Mar 2021"
"DE",2012,6.7,26,77,48.6,49.8,139.8,168.1,144.1,71.6,15.4,40,440,1040,1470,1510,4610,4930,4200,1910,470,98.5,17640,""," 1 Mar 2021"
"DE",2013,3.9,24.1,74.3,46,46.8,126.4,154,141.8,66.3,15.6,20,400,970,1370,1400,4140,4710,4190,1780,470,92.9,16670,""," 1 Mar 2021"
"DE",2014,4.2,20.7,65.6,39.9,40.7,124.7,151.5,144.1,68.5,17.7,20,350,830,1180,1200,3960,4830,4290,1880,520,92.9,16690,""," 1 Mar 2021"
"DE",2015,3.9,18.1,58.7,35.2,35.9,124.4,148.7,146.9,74.9,16.4,20,310,730,1040,1060,3820,4890,4400,2110,460,93.3,16740,""," 1 Mar 2021"
"DE",2016,3.6,16.8,61.5,35.6,36.3,116.4,144.9,146.8,72.7,17.5,20,290,770,1060,1080,3440,4850,4420,2100,480,91.5,16360,""," 1 Mar 2021"
"DE",2017,2,15.6,53.2,31.5,31.9,116.6,143.8,143.7,71.9,17.4,10,270,670,940,950,3370,4820,4360,2110,470,89.9,16070,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"FL",1988,27.3,92.2,186.1,131.1,135.8,205.1,169,104.2,42.4,8.6,1830,21240,30380,51620,53450,90210,86020,52460,18850,3360,113.5,304340,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of GA, MD, MS, NC, SC, TN)"," 1 Mar 2021"
"FL",1992,23.8,80.8,187.6,124.3,129,211.3,166.2,105.6,46.9,10,1840,18520,29520,48040,49880,91250,84540,60080,24680,4680,109,315110,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of GA, MD, MS, NC, SC, TN)"," 1 Mar 2021"
"FL",1996,19.4,72,178.3,113.5,117.7,210.3,173.5,111.5,52,12.1,1790,19020,30190,49210,51000,88820,83570,65320,31160,6580,106.5,326450,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of GA, MD, MS, NC, SC, TN)"," 1 Mar 2021"
"FL",2000,14.5,56.3,161.1,98,101,213.5,182.7,126.9,57.8,13.4,1470,16800,31730,48530,50000,97770,89410,68650,36410,8310,108.4,350550,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of GA, MD, MS, NC, SC, TN)"," 1 Mar 2021"
"FL",2005,8.8,42,134.9,77.9,79.7,179.6,177.1,132.9,65.6,15.7,1040,14710,29750,44460,45490,101510,93920,73910,39770,10780,103.9,365380,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2006,8,42.6,135.1,78.4,80,184.4,177.7,136.5,68.2,15.9,920,15370,30820,46180,47110,105950,99350,74650,41910,10870,106.5,379840,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2007,8.5,42.8,133,78.4,80,184.1,176.8,139.3,68.2,16.4,970,15480,31410,46890,47860,107000,101460,75210,41940,10980,107.4,384460,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2008,8,39.5,122.3,73.4,74.9,174.4,171.3,136.5,66.9,16.7,910,14060,30160,44210,45120,102670,99420,73650,40890,10920,104.2,372670,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2009,6.8,35.7,112.6,67.8,69.1,165,165.5,132.1,65.2,17,760,12490,28320,40810,41580,97890,96760,71990,39230,10790,100.6,358240,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2010,6.5,31.3,102.7,60.9,62.1,153.6,162,131.1,65.2,17.4,720,10870,25230,36100,36820,93310,95000,73170,38500,10930,97.5,347730,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2011,5.4,27.7,97.9,56.1,57.1,145.4,158.7,131.4,67.5,17.9,600,9520,22870,32390,32990,91410,94250,75160,38840,11310,96,343980,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2012,5,24.4,93.1,51.8,52.8,138.4,156.5,130.5,67.4,17.8,570,8360,21100,29460,30030,88970,94570,76690,38600,11320,94.1,340180,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2013,4.2,21.3,82.5,45.7,46.5,134.7,154.9,132.6,68.6,17.8,480,7290,18730,26020,26490,86980,95300,79740,39550,11350,93.1,339400,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2014,3.5,18.7,76.9,41.6,42.3,132.7,155.1,134.6,71.5,17.8,410,6450,17240,23680,24090,85440,98320,82880,41830,11330,93.3,343880,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2015,3,17,70.6,37.8,38.4,128.2,153.1,136.6,72.1,18.6,350,5980,15810,21790,22150,81370,100820,85950,43440,11720,92.6,345450,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2016,2.8,15.4,65,34.7,35.2,123,146.7,136.7,72.4,18.9,320,5510,14740,20240,20560,76850,100390,88000,45200,11790,90.6,342790,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"FL",2017,2.2,NA,NA,31.8,32.3,118.8,145,137.5,73.8,19.7,240,NA,NA,18720,18970,73700,101410,89980,47440,12360,89.8,343850,""," 1 Mar 2021"
"GA",1988,24.9,84.2,173.3,121.1,125.4,195.6,154.8,90.9,34.9,6.6,1070,12250,17800,30050,31120,52390,45370,26420,9150,1500,104.4,165960,""," 1 Mar 2021"
"GA",1992,25,81.9,189.6,126.2,131.2,205.3,156.4,97.9,40.9,8.2,1180,11350,18360,29710,30890,54860,46340,31020,12030,2170,105.9,177310,""," 1 Mar 2021"
"GA",1996,19.8,72,163.8,108.2,112.2,183.5,151.1,101.2,44.7,9.5,1060,11500,17050,28560,29620,48690,45440,34170,14830,2840,97.7,175600,""," 1 Mar 2021"
"GA",2000,13.5,55.3,152.5,95.1,97.8,192.9,161.8,115.7,51.6,11.1,780,9410,17990,27390,28170,55770,50990,37910,18110,3720,102.2,194670,""," 1 Mar 2021"
"GA",2005,10.3,42.4,135.6,78.6,80.8,184.4,171.5,126.6,59.4,12.8,680,8250,16790,25040,25720,58280,54540,42330,20400,4620,103.4,205880,""," 1 Mar 2021"
"GA",2006,8.9,43.3,138,80,81.8,189.8,174,128.8,61.9,13.3,600,8730,17620,26350,26940,60400,57850,42450,21870,4810,105.8,214320,""," 1 Mar 2021"
"GA",2007,9.3,43.2,138.8,80.6,82.4,189.1,172.9,131.2,61.6,14.2,630,8910,18390,27300,27930,60880,59090,43130,22260,5120,106.3,218410,""," 1 Mar 2021"
"GA",2008,8.7,42.6,131.3,78.2,79.9,186.2,172.6,131.4,62.6,14.6,570,8810,18200,27010,27580,60700,59600,43250,22860,5240,105.9,219230,""," 1 Mar 2021"
"GA",2009,7.9,37.9,123.4,72.9,74.4,173.6,166,128,61.1,14.9,520,7790,17550,25340,25860,57580,57230,42560,22120,5300,101.5,210640,""," 1 Mar 2021"
"GA",2010,7,34.1,107.9,64.4,65.7,160.2,158,124.9,59.7,15,460,6960,15370,22320,22790,54120,53650,42270,21210,5360,96.1,199410,""," 1 Mar 2021"
"GA",2011,7,30.6,101,59.5,60.8,153.3,157.8,125.4,60.5,15.4,470,6180,14170,20350,20820,53110,53350,43130,20810,5570,94.8,196800,""," 1 Mar 2021"
"GA",2012,7,26.1,91.5,52.9,54.3,147.8,155.4,123.8,61.4,15.8,480,5250,12770,18020,18490,52630,52610,43000,20800,5770,92.6,193310,""," 1 Mar 2021"
"GA",2013,5.2,22,84.8,47.4,48.5,142.3,154.5,125.3,62.2,15.5,350,4460,11650,16110,16460,50880,52500,43810,20990,5660,91,190300,""," 1 Mar 2021"
"GA",2014,3.7,20.1,79.6,43.8,44.6,138.5,155,128.1,64.6,15.9,260,4130,10820,14950,15210,49740,53780,44910,21960,5770,91.1,191370,""," 1 Mar 2021"
"GA",2015,3.1,18.3,72.8,39.7,40.4,137.5,155.6,130.1,65.8,16.2,220,3850,9880,13730,13950,49040,55440,45630,22750,5800,91.2,192610,""," 1 Mar 2021"
"GA",2016,3.3,16.5,68.4,36.8,37.5,132.2,152.6,132.1,65.9,16.1,230,3530,9400,12930,13160,46770,56210,46590,23330,5620,90,191680,""," 1 Mar 2021"
"GA",2017,2.4,14.4,65.7,34.5,35,129.1,149.9,131.6,66.8,16.8,170,3100,9130,12230,12400,45410,56550,46690,23980,5830,89,190870,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"HI",1988,15.1,76,217.4,131.3,134.3,244.6,206.7,139,66.8,16.1,110,1660,3060,4720,4830,10040,9850,6780,2990,590,137.6,35090,""," 1 Mar 2021"
"HI",1992,24.3,92.2,208.2,139.8,144.7,286.9,205.4,143.5,72,17.5,180,1960,3080,5050,5230,10670,9720,7290,3560,770,140.7,37230,""," 1 Mar 2021"
"HI",1996,10.3,63.5,166.5,102.8,105,213.4,181.4,126.6,68.4,17.2,90,1510,2440,3960,4040,7740,7480,6270,3360,810,113.5,29700,""," 1 Mar 2021"
"HI",2000,6.4,50,161.6,93,94.3,185.4,165.2,132.9,73.1,18.9,50,1190,2410,3610,3660,7030,6560,5680,3430,900,107.5,27250,""," 1 Mar 2021"
"HI",2005,5.8,41.6,121,71.4,72.6,165.4,162.6,139.7,80.5,21.3,50,1050,1840,2900,2950,7200,7010,5710,3490,1010,105.7,27370,""," 1 Mar 2021"
"HI",2006,6.8,45.2,127.5,75.9,77.3,174.6,166.1,146.7,82.2,22.1,60,1170,1980,3150,3210,7640,7430,5910,3610,1030,110.5,28820,""," 1 Mar 2021"
"HI",2007,8.4,42.5,131.4,75.8,77.5,178.6,165.4,150.5,84.4,23.1,70,1100,2050,3150,3220,7650,7520,6030,3700,1060,112.4,29180,""," 1 Mar 2021"
"HI",2008,7.9,38.3,137.4,76.6,78.2,176.3,163,153.2,86.9,24.8,70,980,2220,3200,3260,7550,7650,6240,3780,1110,113.6,29590,""," 1 Mar 2021"
"HI",2009,6.8,35.3,123.9,70.6,72,167.1,166.2,145.6,84.6,23.1,50,890,2060,2950,3000,7220,7800,6090,3670,1020,110.3,28810,""," 1 Mar 2021"
"HI",2010,4.2,31.7,117.6,65.5,66.3,167,166.6,146,82.7,24.5,30,790,1910,2700,2740,7400,7800,6330,3510,1090,109.9,28870,""," 1 Mar 2021"
"HI",2011,4.7,29.7,111,61.1,62,162.2,162.6,144.5,85.7,25.4,40,730,1720,2460,2490,7370,7750,6500,3590,1130,108.9,28840,""," 1 Mar 2021"
"HI",2012,4.4,24.8,99.2,53.8,54.7,148.7,159.3,145.4,86,26,30,600,1530,2120,2160,6800,7650,6780,3630,1150,105.7,28170,""," 1 Mar 2021"
"HI",2013,2.7,19.3,84.6,44.7,45.3,146.3,156.6,136.7,89.3,24.3,20,460,1280,1740,1760,6660,7600,6580,3810,1070,102.7,27470,""," 1 Mar 2021"
"HI",2014,NA,18.5,75.9,40.7,41,132.5,149.5,138.7,85.2,25.8,NA,430,1120,1550,1560,6000,7260,6780,3670,1110,98.8,26380,""," 1 Mar 2021"
"HI",2015,2.3,15.4,67.8,35.5,36,127.1,143.8,136.4,89,25.6,20,360,990,1340,1360,5630,7090,6690,3970,1070,96.7,25810,""," 1 Mar 2021"
"HI",2016,1.3,13.2,63.6,32.4,32.7,121.6,140.4,136.4,85,25.4,10,310,910,1220,1230,5230,7040,6670,3880,1050,94,25110,""," 1 Mar 2021"
"HI",2017,2.5,12.4,63.2,31.9,32.4,121.8,136.7,131.8,84.4,27.2,20,290,910,1200,1220,5090,6780,6420,3930,1120,92.5,24560,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IA",1988,8.1,44.2,105.4,70.3,71.7,160.7,169.2,96.1,33,5.9,150,2600,4600,7200,7340,16520,18960,10610,3340,500,93.3,57270,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of KS, MN, MO, NE, SD)"," 1 Mar 2021"
"IA",1992,7.2,36.6,112,66.3,67.8,148.9,173.2,105.1,34.7,6.4,140,2120,4220,6330,6480,15270,16650,11520,3830,650,88.4,54390,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of KS, MN, MO, NE, SD)"," 1 Mar 2021"
"IA",1996,5.3,34.3,92.7,57.6,58.7,141.3,160.8,113.5,38.2,7.8,110,2230,4010,6240,6350,13220,15430,11090,4380,860,82.6,51330,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of KS, MN, MO, NE, SD)"," 1 Mar 2021"
"IA",2000,5,29.4,88.6,54.3,55.3,143.2,178.4,124.3,43.1,8.3,110,1890,4130,6020,6130,14360,15390,11330,4680,950,86.5,52830,""," 1 Mar 2021"
"IA",2005,3.6,25.4,80.9,48.6,49.3,137.1,198.9,125.5,54.3,9.9,70,1580,3630,5210,5280,14790,16740,11050,4970,1070,91.8,53920,""," 1 Mar 2021"
"IA",2006,3.5,26.2,85.3,50.7,51.3,141.5,203.7,130.3,55.2,10,70,1650,3790,5440,5510,15270,17630,11210,5090,1050,95.4,55760,""," 1 Mar 2021"
"IA",2007,3.8,26.1,86.7,51.2,52,143.9,197.8,133.8,56.1,10.6,80,1650,3870,5520,5600,15150,17960,11480,5130,1070,97,56390,""," 1 Mar 2021"
"IA",2008,3.9,26.4,84.7,51,51.7,139,188.9,131.7,52.8,11.3,80,1640,3850,5490,5570,14510,17650,11450,4780,1090,95,55050,""," 1 Mar 2021"
"IA",2009,3.9,25,82.2,49.5,50.2,133.9,181.3,133.2,53.2,11.6,80,1530,3760,5280,5360,13920,17380,11820,4700,1090,94,54250,""," 1 Mar 2021"
"IA",2010,3.7,21.8,73.6,44.1,44.8,128.2,176.9,131.7,52.7,12.6,70,1310,3340,4650,4720,13340,17040,12040,4590,1170,91.7,52910,""," 1 Mar 2021"
"IA",2011,2.6,18.7,64.9,38.8,39.3,120,176.9,132.8,51.9,11.8,50,1120,2970,4090,4140,12750,16930,12500,4430,1090,89.4,51830,""," 1 Mar 2021"
"IA",2012,2.8,17,61.3,36.1,36.6,116.9,178,131.9,54.6,11.7,60,1000,2740,3740,3800,12740,16750,12680,4670,1070,89.1,51710,""," 1 Mar 2021"
"IA",2013,1.6,14.7,54.1,31.7,32,110.6,180.9,136,54.4,11,30,870,2420,3290,3320,12320,16810,13270,4760,1000,88.1,51480,""," 1 Mar 2021"
"IA",2014,1.9,13.3,48.9,28.5,28.9,106.8,183,140.6,56.7,10.9,40,790,2180,2970,3010,12050,17020,13800,5100,980,88.5,51950,""," 1 Mar 2021"
"IA",2015,1.4,12.2,47.1,27,27.2,102.1,183.7,141,59.6,11.3,30,740,2090,2820,2850,11520,17090,13800,5510,990,88,51770,""," 1 Mar 2021"
"IA",2016,1,10.3,45.8,25.3,25.5,100.2,181.6,145,58.1,12.3,20,620,2030,2650,2670,11200,17170,14100,5540,1060,87.8,51740,""," 1 Mar 2021"
"IA",2017,1.7,9.7,41.5,23.1,23.5,92.8,171,145.1,60,12.3,30,580,1830,2410,2450,10230,16660,13880,5860,1050,84.8,50130,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"ID",1988,5.4,42.2,123.6,75.4,76.4,205.3,173,100.4,38.8,9.3,40,970,1960,2930,2970,6690,6480,4020,1470,290,100.5,21930,""," 1 Mar 2021"
"ID",1992,5.3,42.2,131.9,77.3,78.4,202.6,193.7,103.3,40,8.7,50,1110,2230,3340,3390,7200,6490,4330,1740,340,99.2,23500,""," 1 Mar 2021"
"ID",1996,6.7,39.6,114,69.5,70.9,185.8,190.1,107.4,40.6,9.5,70,1260,2430,3680,3750,7590,6880,4430,1960,450,94.1,25050,""," 1 Mar 2021"
"ID",2000,4.4,31.3,105.4,62.1,63,190.1,186.1,119.6,47.9,11.7,50,1010,2410,3420,3460,8650,7590,4940,2250,570,98.6,27460,""," 1 Mar 2021"
"ID",2005,3.5,25,94.6,53.2,53.9,181.5,198.8,127.3,57.1,12.7,40,820,2130,2950,2980,9460,9240,5620,2540,630,104.3,30470,""," 1 Mar 2021"
"ID",2006,3.8,29.2,97.6,56.7,57.4,188.6,201.9,131.1,56.3,11.2,40,980,2200,3180,3220,9960,9840,5830,2600,550,107.7,31990,""," 1 Mar 2021"
"ID",2007,2.9,28.7,103.5,59,59.6,190.4,201.8,132.1,58.7,13.7,30,970,2370,3340,3370,10090,10180,6090,2770,660,110,33170,""," 1 Mar 2021"
"ID",2008,2.5,27.8,98.3,56.8,57.2,183,198,135.1,56.1,12.6,30,930,2300,3240,3260,9710,10390,6350,2690,600,108.3,33010,""," 1 Mar 2021"
"ID",2009,2.6,24,90.1,51.3,51.8,169.8,183.8,130.1,54.4,13.6,30,800,2110,2910,2940,9060,9620,6350,2610,630,102,31220,""," 1 Mar 2021"
"ID",2010,2.3,22,84.6,47.4,47.9,158.4,186.6,129.1,53.4,12.7,30,740,1930,2670,2690,8490,9670,6490,2540,600,99.5,30490,""," 1 Mar 2021"
"ID",2011,2.6,16.6,77.2,40.7,41.2,149.9,177.4,128,53,13.2,30,560,1710,2270,2300,8180,9160,6570,2500,630,95.2,29340,""," 1 Mar 2021"
"ID",2012,1.5,17.2,76.8,40.7,41,151,182.2,129.4,53.8,13.8,20,580,1680,2250,2270,8310,9340,6710,2570,670,96.5,29860,""," 1 Mar 2021"
"ID",2013,1.5,13,70.5,35.4,35.7,141.3,180.7,123.5,56.1,13.4,20,440,1530,1970,1980,7760,9260,6510,2730,650,92.8,28900,""," 1 Mar 2021"
"ID",2014,1.5,12.5,63.6,32.3,32.7,148.4,175,129.4,57.6,13.1,20,430,1390,1820,1840,8050,9160,6850,2890,630,93.6,29430,""," 1 Mar 2021"
"ID",2015,1.3,12.2,62.8,31.4,31.7,141.9,172.1,131.9,59.4,13.9,20,430,1370,1800,1820,7550,9220,7030,3070,670,92.5,29360,""," 1 Mar 2021"
"ID",2016,1.1,10.8,56.6,28.1,28.3,137.6,164.7,133,55,14.4,10,400,1260,1650,1670,7350,9110,7160,2950,700,89.4,28930,""," 1 Mar 2021"
"ID",2017,1.1,8.6,54.5,26,26.2,131.9,161.9,125.2,57.3,13.2,10,320,1230,1550,1560,7120,9210,6850,3190,650,86.5,28580,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",1988,18.8,71.8,167.9,111.2,114.5,186,175.1,114.8,47.4,9.6,1400,17680,28770,46450,47850,83080,88490,57690,20870,3580,112.2,301560,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of IN, MO, OH)"," 1 Mar 2021"
"IL",1992,17.4,68.1,174.7,110.9,114.4,196.4,174.3,121.7,52.4,10.7,1340,15540,26670,42220,43560,83250,82420,63670,25340,4590,111.5,302830,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of IN, MO, OH)"," 1 Mar 2021"
"IL",1996,14.9,69,161.9,104.8,107.9,184.6,171.7,126.4,56.8,12.4,1280,17510,25750,43260,44540,73340,77000,63510,29240,5800,107,293430,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2000,11,53.8,139.5,88.1,90.3,173.4,170.2,137.3,61.8,13.5,960,13960,24110,38070,39030,72520,74510,62670,30800,6720,104.4,286250,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2005,7.8,39.9,110.8,67.3,68.9,147.9,167.6,142.1,72.5,15.5,710,10860,18910,29760,30480,64200,71840,61630,32410,7530,100.3,268090,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2006,7.8,40.5,112.7,68.1,69.7,151.2,166.4,142.9,72.7,16,710,11170,19240,30410,31110,65160,73160,60510,32560,7580,101.5,270100,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2007,7.5,40,115.5,69.2,70.6,149.5,165.6,144.2,72.7,16.2,660,11080,20080,31150,31820,64260,73810,60680,32580,7440,101.9,270580,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2008,8,39.5,111.8,68.1,69.7,148.7,161.3,145.6,71.7,16.8,710,10800,19980,30780,31480,63700,73100,61370,31780,7560,101.6,268990,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2009,6.2,35,103.6,62.4,63.6,138.4,152.4,142.9,70.4,17.6,550,9490,18680,28170,28720,59510,69420,60970,30750,7750,97.3,257120,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2010,5.8,32,94.8,57,58.1,128.6,145.3,139.5,68.6,17.5,510,8610,16880,25490,26000,55580,65830,60470,29280,7670,93.1,244850,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2011,4.6,28.6,85.6,51.3,52.2,123.5,143.5,139.6,70.9,17.4,390,7600,15090,22680,23070,53840,64660,61490,29460,7650,91.5,240170,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2012,5.1,25.3,82.3,48,49,120.2,143,139.3,71.6,17.6,440,6600,14260,20860,21290,52990,63850,61910,29450,7710,90.7,237210,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2013,3.9,21.7,75.2,43.1,43.9,116.8,141.4,139.6,73.3,17.7,330,5570,12830,18410,18740,51900,62800,62600,30180,7660,89.7,233880,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2014,3,18.4,70.4,39,39.7,115.3,143,143.3,75.7,18,260,4670,11720,16390,16640,51350,63300,64140,31340,7630,90.4,234400,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"IL",2015,2.4,17.3,63.7,35.5,36,112.7,144.9,145.2,76.2,18.1,200,4370,10390,14760,14960,49740,64050,64300,31940,7460,90.3,232460,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
